specification,outcome,dataset_scope,task_scope,model,method_key,method_family,trait,trait_label,trait_group,availability_stage,n_datasets,n_unique_trait,n_unique_effect,rho,p_value,q_bh_block,q_bh_within_method,abs_rho,reportable_n,significant_bh05_block,significant_bh05_within_method
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,constant_feature_frac_sampled,constant-feature fraction,quality,features_only,57,6,57,-0.24198655964957122,0.06974850139077023,0.3478223420278515,0.2853347784167873,0.24198655964957122,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,median_cat_cardinality_sampled,median categorical cardinality,structure,features_only,57,15,57,-0.029887747552484863,0.8253278471503414,0.9505604089665723,0.9716070862910571,0.029887747552484863,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,high_cardinality_cat_frac_sampled,high-cardinality cat fraction,structure,features_only,57,8,57,-0.10509327720898853,0.4365592165263946,0.7907014079874325,0.701613026560277,0.10509327720898853,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,mean_unseen_test_category_frac_sampled,unseen test-category fraction,shift,features_only,57,14,57,-0.04387706598811475,0.7458761971546208,0.929419124172957,0.9071467262691334,0.04387706598811475,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,median_abs_numeric_skew_sampled,median |numeric skew|,structure,features_only,57,51,57,0.012514590494525836,0.9263854639355524,0.9807413677850129,0.9716070862910571,0.012514590494525836,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,mean_abs_numeric_corr_sampled,mean |numeric correlation|,structure,features_only,57,55,57,-0.02152071048794331,0.8737504087219811,0.963962086293504,0.9716070862910571,0.02152071048794331,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,is_regression,regression indicator,target,train_labels,57,1,57,,,,,,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,is_multiclass,multiclass indicator,target,train_labels,57,2,57,-0.003070008509256712,0.9819178164743229,0.9944812099671198,0.9819178164743229,0.003070008509256712,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,n_classes,class count,target,train_labels,57,6,57,-0.016051008909457327,0.9056673029184146,0.9733927793663938,0.9716070862910571,0.016051008909457327,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,minority_class_share,minority-class share,target,train_labels,57,51,57,-0.17131372065563347,0.2025998162943444,0.5782010612250825,0.4798416701708157,0.17131372065563347,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,log10_class_imbalance_ratio,log10(class imbalance),target,train_labels,57,51,57,0.20016860547461793,0.13545966318344793,0.4780929288827574,0.3809803027034473,0.20016860547461793,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,normalized_target_entropy,normalized target entropy,target,train_labels,57,51,57,-0.27285697824334054,0.04002110121198963,0.260775902829737,0.20010550605994815,0.27285697824334054,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,effective_n_classes,effective class count,target,train_labels,57,51,57,-0.2546362532228133,0.055939078334718624,0.3109554648606418,0.2517258525062338,0.2546362532228133,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,regression_target_std,regression target SD,target,train_labels,0,0,0,,,,,,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,regression_target_iqr_over_std,regression target IQR/SD,target,train_labels,0,0,0,,,,,,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,regression_target_abs_skew,regression target |skew|,target,train_labels,0,0,0,,,,,,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,regression_target_excess_kurtosis,regression target kurtosis,target,train_labels,0,0,0,,,,,,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,regression_target_outlier_frac,regression target outlier fraction,target,train_labels,0,0,0,,,,,,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,domain_auc,domain AUC,shift,features_only,57,56,57,-0.47096951927234904,0.00021777888322221736,0.011753318698179796,0.00980004974499978,0.47096951927234904,True,True,True
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,mean_ks,mean numeric KS,shift,features_only,57,55,57,-0.12179944279170325,0.36675964680793094,0.7390478182097792,0.6913142444070249,0.12179944279170325,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,p90_ks_sampled,90th-percentile numeric KS,shift,features_only,57,55,57,-0.17190639823501705,0.20101878411828297,0.5759638061448128,0.4798416701708157,0.17190639823501705,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,max_ks_sampled,maximum numeric KS,shift,features_only,57,54,57,-0.19145315829294418,0.15368030857824397,0.5114090907648516,0.40680081682476343,0.19145315829294418,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,median_std_wasserstein_sampled,median standardized Wasserstein,shift,features_only,57,55,57,-0.09788033986986265,0.4688505169860341,0.8118340559477938,0.7275266642886736,0.09788033986986265,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,median_abs_log_std_ratio_sampled,median |log SD ratio|,shift,features_only,57,55,57,-0.05030141969471087,0.7101987477029532,0.9173177355645291,0.8877484346286916,0.05030141969471087,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,mean_js,mean categorical JS,shift,features_only,57,44,57,-0.10722335715535644,0.42726729224300697,0.7832542990681699,0.701613026560277,0.10722335715535644,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,p90_js_sampled,90th-percentile categorical JS,shift,features_only,57,44,57,-0.0685654841736445,0.6123045385657504,0.8760451408760951,0.8104030657487873,0.0685654841736445,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,max_js_sampled,maximum categorical JS,shift,features_only,57,44,57,-0.0854130031420257,0.5275675062532458,0.8404847783858487,0.7418918056686269,0.0854130031420257,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,mean_cat_total_variation_sampled,mean categorical TV,shift,features_only,57,44,57,-0.10898646960553587,0.41966167366296303,0.7788051985326002,0.701613026560277,0.10898646960553587,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,frac_sig_num,significant numeric fraction,shift,features_only,57,8,57,-0.4060076789538456,0.0017270867218518707,0.04549648987540219,0.018578589009646155,0.4060076789538456,True,True,True
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,frac_sig_cat,significant categorical fraction,shift,features_only,57,11,57,-0.34292547772495985,0.00901782737309834,0.11535494913811074,0.05072527897367816,0.34292547772495985,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,overall_shift_score,overall shift score,shift,features_only,57,57,57,0.11569872958257715,0.39142421528971194,0.7563881185122444,0.701613026560277,0.11569872958257715,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,is_iid_control,IID-control indicator,design,features_only,57,2,57,0.41560385211054457,0.0013044473348243733,0.038372069460203356,0.018578589009646155,0.41560385211054457,True,True,True
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,is_temporal_design,temporal-design indicator,design,features_only,57,2,57,-0.3485756650371892,0.007877114652919797,0.10615070689685739,0.050638594197341555,0.3485756650371892,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,is_synthetic,synthetic indicator,design,features_only,57,2,57,-0.08188394740675292,0.5448253818509085,0.8481584352369482,0.742943702523966,0.08188394740675292,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,baseline_normalized_error,baseline normalized error,baseline,post_evaluation,57,57,57,0.008491055224267565,0.9500158177068114,0.9853064720317197,0.9716070862910571,0.008491055224267565,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,baseline_difficulty_pctile,baseline difficulty percentile,baseline,post_evaluation,57,57,57,0.008491055224267565,0.9500158177068114,0.9853064720317197,0.9716070862910571,0.008491055224267565,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,baseline_fold_sd_normalized,baseline fold SD,baseline,post_evaluation,33,33,33,0.2807486631016043,0.11351032097171376,0.4409753476598952,0.3471241158562705,0.2807486631016043,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,baseline_auc,baseline ROC AUC,baseline,post_evaluation,57,57,57,-0.008491055224267565,0.9500158177068114,0.9853064720317197,0.9716070862910571,0.008491055224267565,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,baseline_nrmse,baseline normalized RMSE,baseline,post_evaluation,0,0,0,,,,,,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,target_shift_score_posthoc,target-shift score (post-hoc),target_shift,post_evaluation,57,54,57,-0.2367832516267946,0.07616532496921244,0.36305791725551456,0.28561996863454664,0.2367832516267946,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wfixed_conf90,M7_pseudo_label,regression_target_mean_delta_std_posthoc,regression target mean change/SD,target_shift,post_evaluation,0,0,0,,,,,,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,log10_n_train,log10(train rows),size,features_only,57,49,57,-0.3941497780654554,0.0024158839792287517,0.05413934951953689,0.013589347383161728,0.3941497780654554,True,False,True
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,log10_n_test,log10(test rows),size,features_only,57,49,57,-0.4377382909360211,0.0006611418296439058,0.02474372392132638,0.004958563722329294,0.4377382909360211,True,True,True
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,log10_n_total,log10(total rows),size,features_only,57,50,57,-0.4294260083231167,0.0008579650143037429,0.03000410763025403,0.005515489377666919,0.4294260083231167,True,True,True
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,log10_test_train_ratio,log10(test/train),size,features_only,57,37,57,-0.17371082829298798,0.19625921297310198,0.5726262577135086,0.32501580265270746,0.17371082829298798,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,log10_train_rows_per_feature,log10(train rows/feature),size,features_only,57,50,57,-0.21771201554471337,0.10376801472908125,0.418491618249581,0.18678242651234622,0.21771201554471337,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,n_features,feature count,structure,features_only,57,32,57,-0.257771086328886,0.05288407783213111,0.3003783834792721,0.14339661326809705,0.257771086328886,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,n_cat,categorical count,structure,features_only,57,21,57,-0.07550207044657124,0.5767097765996749,0.8619910685965184,0.742232430278224,0.07550207044657124,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,n_num,numeric count,structure,features_only,57,29,57,-0.12471472414758189,0.355314032640317,0.7288159746264281,0.5157784344778795,0.12471472414758189,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,cat_frac,categorical fraction,structure,features_only,57,29,57,0.014102666854743696,0.9170748607505006,0.9778081428922657,0.9946544690694838,0.014102666854743696,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,train_missing_frac_sampled,train missing fraction,quality,features_only,57,13,57,0.05274369470108771,0.6967913199605589,0.9117419989155877,0.8474489026547337,0.05274369470108771,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,test_missing_frac_sampled,test missing fraction,quality,features_only,57,12,57,0.025641375521672165,0.8498339155365787,0.960063675008446,0.956063154978651,0.025641375521672165,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,abs_missing_frac_delta_sampled,|missing-rate change|,quality,features_only,57,13,57,0.0753871084606926,0.5772918902163965,0.8620040865170764,0.742232430278224,0.0753871084606926,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,constant_feature_frac_sampled,constant-feature fraction,quality,features_only,57,6,57,-0.27883931627742625,0.035693013474457955,0.24731678388251296,0.12355273895004676,0.27883931627742625,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,median_cat_cardinality_sampled,median categorical cardinality,structure,features_only,57,15,57,-0.11531880641820448,0.3929918900554644,0.7579129308212529,0.5526448453904969,0.11531880641820448,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,high_cardinality_cat_frac_sampled,high-cardinality cat fraction,structure,features_only,57,8,57,-0.1532482628300168,0.2550769418638374,0.6363594618923487,0.3826154127957561,0.1532482628300168,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,mean_unseen_test_category_frac_sampled,unseen test-category fraction,shift,features_only,57,14,57,-0.17145128900682427,0.20223205498390687,0.5778376324768358,0.32501580265270746,0.17145128900682427,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,median_abs_numeric_skew_sampled,median |numeric skew|,structure,features_only,57,51,57,-0.03644145004105451,0.7878366025100969,0.9397356760770483,0.9090422336654964,0.03644145004105451,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,mean_abs_numeric_corr_sampled,mean |numeric correlation|,structure,features_only,57,55,57,0.0009074998398530313,0.994654469069484,0.9975574139248208,0.9946544690694838,0.0009074998398530313,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,is_regression,regression indicator,target,train_labels,57,1,57,,,,,,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,is_multiclass,multiclass indicator,target,train_labels,57,2,57,0.2271806296849967,0.08922922553080223,0.3892515551141748,0.17457891951678697,0.2271806296849967,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,n_classes,class count,target,train_labels,57,6,57,0.22009744658453187,0.09994348358112055,0.4109506202498532,0.18678242651234622,0.22009744658453187,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,minority_class_share,minority-class share,target,train_labels,57,51,57,-0.2550901502873816,0.055488091526938364,0.31004432516160685,0.14339661326809705,0.2550901502873816,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,log10_class_imbalance_ratio,log10(class imbalance),target,train_labels,57,51,57,0.2613798667535422,0.04953653516806339,0.28904863361950817,0.14339661326809705,0.2613798667535422,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,normalized_target_entropy,normalized target entropy,target,train_labels,57,51,57,-0.2501621250149258,0.06054523671319653,0.3245009991352661,0.14339661326809705,0.2501621250149258,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,effective_n_classes,effective class count,target,train_labels,57,51,57,-0.10212683952786629,0.4496861541891528,0.7998623990736825,0.6132083920761174,0.10212683952786629,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,regression_target_std,regression target SD,target,train_labels,0,0,0,,,,,,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,regression_target_iqr_over_std,regression target IQR/SD,target,train_labels,0,0,0,,,,,,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,regression_target_abs_skew,regression target |skew|,target,train_labels,0,0,0,,,,,,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,regression_target_excess_kurtosis,regression target kurtosis,target,train_labels,0,0,0,,,,,,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,regression_target_outlier_frac,regression target outlier fraction,target,train_labels,0,0,0,,,,,,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,domain_auc,domain AUC,shift,features_only,57,56,57,-0.5432094765017782,1.2649396475597896e-05,0.002732269638729146,0.0005692228414019053,0.5432094765017782,True,True,True
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,mean_ks,mean numeric KS,shift,features_only,57,55,57,-0.2299215665684787,0.08533321093381796,0.3814546200733113,0.17454520418280947,0.2299215665684787,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,p90_ks_sampled,90th-percentile numeric KS,shift,features_only,57,55,57,-0.26946263101921786,0.04266351269675816,0.26480014646756234,0.13713271938243693,0.26946263101921786,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,max_ks_sampled,maximum numeric KS,shift,features_only,57,54,57,-0.3040173734193019,0.02149671063369599,0.1896325932214022,0.09977815560846097,0.3040173734193019,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,median_std_wasserstein_sampled,median standardized Wasserstein,shift,features_only,57,55,57,-0.2335515659278908,0.08038074810886475,0.3712146949926802,0.1722444602332816,0.2335515659278908,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,median_abs_log_std_ratio_sampled,median |log SD ratio|,shift,features_only,57,55,57,-0.15628443670611844,0.24566985440775288,0.6275659912503759,0.38121184304651307,0.15628443670611844,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,mean_js,mean categorical JS,shift,features_only,57,44,57,-0.3025370363585666,0.022172923468546882,0.19311901085508576,0.09977815560846097,0.3025370363585666,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,p90_js_sampled,90th-percentile categorical JS,shift,features_only,57,44,57,-0.25153737622559863,0.0590979747141305,0.32096313853363984,0.14339661326809705,0.25153737622559863,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,max_js_sampled,maximum categorical JS,shift,features_only,57,44,57,-0.2977701026969704,0.024473913614200028,0.20221069609109532,0.10012055569445466,0.2977701026969704,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,mean_cat_total_variation_sampled,mean categorical TV,shift,features_only,57,44,57,-0.2871914279958938,0.03030598774432145,0.22440084950741448,0.11364745404120545,0.2871914279958938,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,frac_sig_num,significant numeric fraction,shift,features_only,57,8,57,-0.5076233900821483,5.5682166304108986e-05,0.005261964715738299,0.0010474423087640879,0.5076233900821483,True,True,True
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,frac_sig_cat,significant categorical fraction,shift,features_only,57,11,57,-0.44914920720411833,0.0004572794402300003,0.01920573648966001,0.0041155149620700025,0.44914920720411833,True,True,True
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,overall_shift_score,overall shift score,shift,features_only,57,57,57,0.05399274047186934,0.6899695234510619,0.9088986926799143,0.8474489026547337,0.05399274047186934,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,is_iid_control,IID-control indicator,design,features_only,57,2,57,0.5018195448356044,6.982948725093919e-05,0.006004567316301029,0.0010474423087640879,0.5018195448356044,True,True,True
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,is_temporal_design,temporal-design indicator,design,features_only,57,2,57,-0.4755761011360101,0.00018501373549255332,0.010824039424105114,0.002081404524291225,0.4755761011360101,True,True,True
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,is_synthetic,synthetic indicator,design,features_only,57,2,57,-0.04094197370337646,0.7623594794939884,0.9338038990561491,0.9027941204534073,0.04094197370337646,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,baseline_normalized_error,baseline normalized error,baseline,post_evaluation,57,57,57,-0.004277936219859996,0.9748051630525245,0.9926625852205125,0.9946544690694838,0.004277936219859996,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,baseline_difficulty_pctile,baseline difficulty percentile,baseline,post_evaluation,57,57,57,-0.004277936219859996,0.9748051630525245,0.9926625852205125,0.9946544690694838,0.004277936219859996,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,baseline_fold_sd_normalized,baseline fold SD,baseline,post_evaluation,33,33,33,0.2804144385026738,0.11395885500646383,0.44203640012768936,0.19723647981887968,0.2804144385026738,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,baseline_auc,baseline ROC AUC,baseline,post_evaluation,57,57,57,0.004277936219859996,0.9748051630525245,0.9926625852205125,0.9946544690694838,0.004277936219859996,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,baseline_nrmse,baseline normalized RMSE,baseline,post_evaluation,0,0,0,,,,,,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,target_shift_score_posthoc,target-shift score (post-hoc),target_shift,post_evaluation,57,54,57,-0.23487083385184856,0.07863816302856352,0.36753866155013626,0.1722444602332816,0.23487083385184856,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf85,M7_pseudo_label,regression_target_mean_delta_std_posthoc,regression target mean change/SD,target_shift,post_evaluation,0,0,0,,,,,,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf90,M7_pseudo_label,log10_n_train,log10(train rows),size,features_only,57,49,57,-0.2938124888327321,0.026534120084050233,0.2098304893675939,0.13267060042025117,0.2938124888327321,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf90,M7_pseudo_label,log10_n_test,log10(test rows),size,features_only,57,49,57,-0.3466360564217376,0.008253661640570972,0.1088964781897322,0.061902462304282285,0.3466360564217376,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf90,M7_pseudo_label,log10_n_total,log10(total rows),size,features_only,57,50,57,-0.3337494397643007,0.011176417646066202,0.12999033446809305,0.07184839915328271,0.3337494397643007,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf90,M7_pseudo_label,log10_test_train_ratio,log10(test/train),size,features_only,57,37,57,-0.17390700088281627,0.19574664630359875,0.572211080870361,0.46361047808747075,0.17390700088281627,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf90,M7_pseudo_label,log10_train_rows_per_feature,log10(train rows/feature),size,features_only,57,50,57,-0.15828295754121977,0.23960849688700114,0.6192839054845936,0.46903846087445344,0.15828295754121977,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf90,M7_pseudo_label,n_features,feature count,structure,features_only,57,32,57,-0.18260817151082767,0.17396261426539403,0.5450006668958669,0.4349065356634851,0.18260817151082767,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf90,M7_pseudo_label,n_cat,categorical count,structure,features_only,57,21,57,0.06691260346567603,0.6209235284469066,0.8803791963725832,0.7983302508603085,0.06691260346567603,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,pseudo_label_v2_cal_iso_wprop_conf90,M7_pseudo_label,n_num,numeric count,structure,features_only,57,29,57,-0.15107851088272525,0.2619468953265625,0.6413480951067595,0.49115042873730475,0.15107851088272525,True,False,False
